page	section	subsection	title	inscription	comments	
15	饪食器铭文	鼎	卫少主鼎	卫少主菅邑家五升鼎盖，重十二两。第一。（盖）卫少主菅邑家鼎，容五升，重 六斤。第一。（器从《汉金》卷一）	整理者案：本篇亦见《金文续编》，器铭“管邑”作“管邑”。《贞松堂集古遗文》 卷十三以盖铭为器铭，器铭为盖铭。	
15	饪食器铭文	鼎	韩氏鼎（补）	韩，容一斗，重十二斤二两，百半九少廿。	整理者案：据《历代著录吉金目》页851下栏补。	
15	饪食器铭文	鼎	美阳鼎	美阳共厨金鼎一合，容一斗，并重九斤。（《汉金》卷一）	整理者案：本篇亦见《金文续编》。王卉《汉代铜器铭文汇总》“厨”误作“处”。	
16	饪食器铭文	鼎	南皮侯家鼎	南皮侯家鼎，容一斗，重七斤三两。第二。（《汉金》卷一）	整理者案：本篇亦见《金文续编》。王卉《汉代铜器铭文汇总》“三两”作“二 两”。《历代著录吉金目》页850下栏篇题无“家”字。	
16	饪食器铭文	鼎	口口共厨鼎	口口共厨铜斗鼎，重八斤三两。第册八。（《汉金》卷一）		
16	饪食器铭文	鼎	黃川鼎（一）	窗川金鼎，容一斗，并盖重十六斤。第六。（《汉金》卷一）	整理者案：本篇亦见《金文续编》。	
16	饪食器铭文	鼎	莆川鼎（二)	菌川金鼎，容二斗，并盖重廿六斤。第卅二。工。（《汉金》卷一）	整理者案：本篇亦见《金文续编》。《葱斋集古录》卷十三录本篇，铭文“二斗” 下尚有一字，字迹模糊，隐约可见是“半”字。	
16	饪食器铭文	鼎	置鼎	第六。置鼎一，容一斗五升，重十二斤,盖备。（《汉金》卷一）	徐按:“盖”后之字乃“备”，容氏缺释。整理者案：本篇亦见《金文续编》。铭 文“鼎”字，《从古堂款识学》卷四、《葱斋集古录》卷十三、《金文续编》《历代著录 吉金目》页854上栏、《秦汉金文汇编》上编皆作“锚”。《秦汉金文汇编》所收图版 “备”字亦清晰可辨。铭文“备”字，《金文续编》亦缺释，而《从古堂款识学》《憲斋 集古录》《历代著录吉金目》上栏则作“通”。	
16	饪食器铭文	鼎	卫鼎	卫鼎，容一斗二升，重十斤十二两。乙百六。（《汉金》卷一）	整理者案：本篇亦见《金文续编》。铭文“十斤”，《贞松堂集古遗文补遗》卷 下、《历代著录吉金目》页854下栏作“七斤”。铭文“十二两”，《金文续编》作“十 一两”。又“乙百六”三字，《金文续编》《历代著录吉金目》在“卫鼎”上。	
16	饪食器铭文	鼎	盩厓鼎	口口五斗鼎盖，重口口斤。第十三。（盖）盩厓共鼎，容五斗，重廿八斤。第廿一。山陵造。（器八《汉金》卷一）	徐按:盖铭首二字当为“盩厓”。器、盖编号不一致，可能是误配所致。整理者 案：本篇亦见《金文续编》。	
17	饪食器铭文	鼎	盤屋鼎盖	盩厓共斗鼎盖，重一斤九两。第九十七。槐里，一斤十两。（倒刻《汉金》卷一）杜阳，十斤，容一斗大半升。（《尊古斋所见吉金图》卷四，与以上两段均为同 器之铭文,但此段《汉金》未录）	整理者案：本篇亦见《金文续编》。《历代著录吉金目》页835下栏、页868下 栏篇题无“盖”字。《金文续编》《历代著录吉金目》页868下栏均无下“杜阳”条铭 文。疑“杜阳”条铭文当别是一器之铭文。	
17	饪食器铭文	鼎	好畤鼎	好畤共厨金鼎，容二斗，重六斤十三两。第册八。（《汉金》卷一）	整理者案：本篇亦见《金文续编》，铭文“畤”作“畦”。《葱斋集古录》卷十三录 本篇，“十三两”作“二两”，“冊”作“卅”。	
17	饪食器铭文	鼎	好畤鼎一（补）	长乐伺官二斤十一两，四百三十五。太官中丞，今第八百六十。今好畤供厨 金一斗鼎盖，重二斤十两，第百卅。（盖）好畤供厨铜鼎,容九升，重九斤一两。山。 (腹）	整理者案：据《宣和博古图》卷五补。篇题原作“汉好畤供厨鼎”，以《金索》卷 一录此器三件，标注一、二、三序号以别，故据改。盖铭“二斤十一两”，《金索》作 “二斤十两”；《历代著录吉金目》页850上栏、陈直《两汉经济史料论丛》俱作“二 斤十一斤”，而陈直《两汉经济史料论丛》于“二斤”下又加（丨）示疑。盖铭“三十 五”，《考古图》作“廿五”，《啸堂集古录》卷上、《金索》作“卅五”。盖铭“太官”之 “太”字，《啸堂集古录》作一黑丁。盖铭“今第八百六十”，《考古图》脱“八”字； 《金索》“十”下有“一”字。盖铭“二斤十两”下，《金索》注：“二斤十两，《博古》释 作‘十一两’，薛氏释作‘二斤十一斤’，俱误。”又《考古图》脱“供厨金一斗鼎盖重 二斤十两”十二字。腹铭“九升”，《考古图》卷九作“九斗”。腹铭“山”下，陈直 《两汉经济史料论丛》？131录文重一“山”字。	
17	饪食器铭文	鼎	好畤鼎二（补）	好畤,第百卅。大官中丞，今第八百六十。长乐飲官二斤十一两，四百廿五。 (盖）好畤供厨铜鼎，容九升，重九斤一两。山。（腹）	整理者案:据《金索》卷一补。	
17	饪食器铭文	鼎	好畤鼎三（补）	好畤供厨铜鼎，第十，八斤一两。（器铭）	整理者案：据《金索》卷一补。	
18	饪食器铭文	鼎	销鼎	重一斤十三两。名曰四四销一斗。（盖）重四斤十二两。销人名口口口九升大半升。（器《汉金》卷一）	徐按：器铭“名”后之字容氏释“一”，误，乃某字之横画。整理者案：本篇亦见 《金文续编》。《贞松堂集古遗文》卷十三盖铭“ 一斗”上有二阙文号，器铭“人”作 一阙文号，“九升”之“升”作一阙文号。《历代著录吉金目》页858上栏有“耳 口口”字样，意谓鼎耳尚有二铭文，但其文未识。器铭“重四斤十二两”，《金文续 编》《历代著录吉金目》在“九升大半升”下。	
18	饪食器铭文	鼎	雍械阳鼎	雍械阳共厨铜鼎一合，容一斗，并重十二斤。（《汉金》卷一）	整理者案：本篇亦见《金文续编》。铭文“雍”字，《贞松堂集古遗文补遗》卷 下、《金文续编》《历代著录吉金目》页858下栏、《秦汉金文汇编》上编作“雖”，《汇 编》所收图版亦如此。当据改。又《历代著录吉金目》篇题“鼎”上有“共厨”二字。 	
18	饪食器铭文	鼎	衙鼎	衙，容一斗一升，重六斤十四两。今五斤十四两。（《汉金》卷一）	整理者案：本篇亦见《金文续编》。	
18	饪食器铭文	鼎	安邑鼎	安邑共厨宫铜鼎，容一斗，重八斤十两。第十二。（《汉金》卷一）	徐按:“宫”依例当在“安邑”之后，刻写之误。整理者案：本篇亦见《金文续编》。	
18	饪食器铭文	鼎	第七平阳鼎	第七。平阳共鼎一合，容二斗，并重十三斤二两。（《汉金》卷一）	整理者案：本篇亦见《金文续编》。《贞松堂集古遗文补遗》卷下、《历代著录 吉金目》页859上栏“第七”作“第一”。王卉《汉代铜器铭文汇总》“二斗”作“一 斗二升”。又《历代著录吉金目》篇题作“平阳共鼎”。	
18	饪食器铭文	鼎	第廿平阳鼎	第廿。平阳共鼎一合，容一斗二升，并重十斤。（《汉金》卷一）	整理者案：本篇亦见《金文续编》。王卉《汉代铜器铭文汇总》未录此篇。	
18	饪食器铭文	鼎	安成家鼎	安成家铜鼎，容一斗，重十五斤半。第十五至十六。（器）安成家铜鼎，容一斗，盖重十五斤。第十六。（盖^《汉金》卷一）	整理者案：本篇亦见《金文续编》。《历代著录吉金目》页862上栏器铭无“至 十六”三字。	
19	饪食器铭文	鼎	蓝田鼎	第五十七。蓝田共，容一斗二升）重八斤八两。册八。（同前）	整理者案：本篇亦见《金文续编》。	
19	饪食器铭文	鼎	阳周仓鼎	阳周仓金鼎，重十四斤十三两，容二斗一升半升。（《汉金》卷一）	整理者案：本篇亦见《金文续编》。	
19	饪食器铭文	鼎	重九斤十二两鼎	盖，并重九斤十二两,一斗。一斗，十斤口两。五十三。（《汉金》卷一）	整理者案：本篇亦见《金文续编》。《贞松堂集古遗文》卷十三“盖”上有二阙 文号。	
19	饪食器铭文	鼎	杨家山汉墓鼎（补）	重九斤口 111。	整理者案：据《考古学集刊》第一辑？140录文补。	
19	饪食器铭文	鼎	频鼎	频，一斤四两，二升。频共。今一斤八两十二朱（铢），二升半升，（盖）频，六 斤，一斗。频共。（器V《汉金》卷一）	整理者案：本篇亦见《金文续编》。	
19	饪食器铭文	鼎	十斤-一两鼎	重十斤十一两。（《汉金》卷七）		
19	饪食器铭文	鼎	新成鼎	新成，一斗，四斤十两。共，共厨。名曰五十。今四斤十二两。（《汉金》卷一）	整理者案：本篇亦见《金文续编》。《金文续编》《历代著录吉金目》页867下 栏“共厨名曰五十”六字在“今四斤十二两”下。	
19	饪食器铭文	鼎	平阳宫鼎	平阳宫金鼎一。名十一。雍,容一斗，重九斤八两。今汧共厨。（《汉金》卷	整理者案：本篇亦见《金文续编》。“十一”，吴镇烽录文作“是一、见吴氏《近 年所见所拓两周秦汉青铜器铭文》文，载《文博》2006,3？4—9）。“雍”，《贞松堂集 古遗文补遗》卷下、《金文续编》、王卉《汉代铜器铭文汇总》并作“雖”。“今”，《贞 松堂集古遗文补遗》卷下作“合”。“今汧共厨”四字，《金文续编》《历代著录吉金 目》頁869上栏在“平阳宫金鼎一”上。又“汧”字，《金文续编》作“沂”。	
20	饪食器铭文	鼎	雍鼎	雍，一斗，重六斤六两。口百六十八。雍庙府，容一斗，重五斤十三两。名才六。二百卅七（横刻（《汉金》卷一）	整理者案：本篇亦见《金文续编》，“雍”字作“雖”。上条铭文之“六两”，《历 代著录吉金目》页883上栏录文同，而《贞松堂集古遗文》卷十三、《历代著录吉金 目》页846上栏皆作“六石”。	
20	饪食器铭文	鼎	雍鼎（补）	雍，一斗。	整理者案：据《陶斋吉金录》卷五补。亦见《历代著录吉金目》页782上栏。	
20	饪食器铭文	鼎	雍平阳宫鼎	卅五。第廿三。平阳共。雍平阳宫。（盖）七十（横刻八斤十两,一斗一 升。雍平阳宫鼎，容一斗一升，重十斤口两。名五十二。今七斤一两。（器“《汉金》卷一）	整理者案：本篇亦见《金文续编》，“雍”字作“雖”。“卅五”上，《贞松堂集古 遗文补遗》卷下有“第”字。“七十”上，《金文续编》曰：“尚有数字不可辨。”而《秦 汉金文汇编》上编则著六个缺字符。“重十斤口两”，《贞松堂集古遗文补遗》卷下 作“重口口口两”。“七斤”，吴镇烽录文作“十斤见吴氏《近年所见所拓两周秦 汉青铜器铭文》文，栽《文博》2006, 3？4—9）。	
20	饪食器铭文	鼎	杜鼎（一）	杜共。第九十八鼎盖，重一斤八两。名曰九十八。杜宜共。百廿八。（盖）一 斗，十斤。西共左。（器V《汉金》卷一）	整理者案：本篇亦见《金文续编》。盖铭“杜宜共”三字，《金文续编》《历代著 录吉金目》页819下栏、《秦汉金文汇编》上编在“百廿八”下。又器铭“十斤”，《贞 松堂集古遗文》卷十三、《历代著录吉金目》作“九斤”。	
20	饪食器铭文	鼎	杜鼎（二）	杜共。第百五十五鼎，盖重二斤。名曰百五十五。宜共，二斤。（《汉金》卷一）	整理者案：本篇亦见《金文续编》。《蕙斋集古录》卷十三、《历代著录吉金目》 页869下栏本篇题作“杜共鼎”。又王卉《汉代铜器铭文汇总》未录此篇。	
21	饪食器铭文	鼎	临笛鼎（补）	临笛。十五。并重一斤十两。	整理者案：据《葱斋集古录》卷屮三补。	
21	饪食器铭文	鼎	杜宣鼎	杜……重六0田两。名曰百五十。一斗。杜宣共，一斗一升，六斤十两。廿六食食（《汉金》卷一）	整理者案：本篇亦见《金文续编》。，上条“杜……”，《金文续编》《秦汉金文汇 编》上编作“杜口 口口口 口”。《金文续编》曰：“所缺字数不明。”又下“杜宣共” 条，《金文续编》《历代著录吉金目》页876上栏、《秦汉金文汇编》上编作“杜宣共 廿六食一^^ 一升六斤十两食”。	
